地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,下り・小型交通量,下り・大型交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,道路種別,時間コード,lat,lng,lng2,lat2,上り・車種判別不能交通量,下り・車種判別不能交通量
88,,8810380,1,20250522,1510,9,1,17,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.555000031815474,133.139444,,,0,0
88,,8810400,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.58111103185298,132.9925,,,,
88,,8810410,1,20250522,1510,6,0,6,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.61805603190595,132.933333,,,0,0
88,,8810420,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.62777803191986,132.916389,,,,
88,,8810430,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.646667031946905,132.905833,,,,
88,,8810450,1,20250522,1510,8,1,28,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.68178252199708,132.8835762,,,0,0
88,,8810510,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.73555603207373,132.811667,,,,
88,,8810520,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,6,202505221510,33.80277803216924,132.7775,,,,
88,,8810530,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.80679213217494,132.7455604,,,,
88,,8810560,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.883114032282926,134.645522,,,,
88,,8810570,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.87310303226879,134.637228,,,,
88,,8810580,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.8064830321745,134.590708,,,,
88,,8810640,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.72289703205572,134.519397,,,,
88,,8810660,1,20250522,1510,24,4,15,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.66041903196656,134.406369,,,0,0
88,,8810670,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.58200303185425,134.323467,,,,
88,,8810690,1,20250522,1510,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.49111103172349,134.261667,,,0,0
88,,8810720,1,20250522,1510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.33499901149748,134.1973409,,,0,0
88,,8810730,1,20250522,1510,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.2510477313752,134.1807112,,,0,0
88,,8810740,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.29972203144615,134.123333,,,,
88,,8810750,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.371439791550394,134.039855,,,,
88,,8810760,1,20250522,1510,21,2,25,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.42416703162678,134.023333,,,0,0
88,,8810780,1,20250522,1510,26,2,35,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.441944031652504,133.966111,,,0,0
88,,8810820,1,20250522,1510,53,6,36,11,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.5033880317412,133.878652,,,0,0
88,,8810840,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.525000031772315,133.760278,,,,
88,,8810850,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.42055603162157,133.301944,,,,
88,,8810880,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.3074340314574,133.179556,,,,
88,,8810890,1,20250522,1510,6,2,4,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.28855103142989,133.172023,,,0,0
88,,8810910,1,20250522,1510,10,1,2,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.266597031397886,133.171467,,,0,0
88,,8810920,1,20250522,1510,21,6,15,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.21880803132811,133.140708,,,0,0
88,,8810940,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.0089042010197,132.9856986,,,,
88,,8810960,1,20250522,1510,13,2,20,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.97816103097427,132.889125,,,0,0
88,,8810970,1,20250522,1510,8,5,25,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.977644030973515,132.885636,,,0,0
88,,8811000,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.96687203095758,132.865489,,,,
88,,8811020,1,20250522,1510,9,4,14,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.96457803095418,132.816661,,,0,0
88,,8811040,1,20250522,1510,25,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.95833303094494,132.796389,,,0,0
88,,8811050,1,20250522,1510,28,4,40,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.93641403091248,132.736475,,,0,0
88,,8811070,1,20250522,1510,15,0,9,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.970303030962654,132.665209,,,0,0
88,,8811080,1,20250522,1510,18,0,21,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.95232903093605,132.60067,,,0,0
88,,8811090,1,20250522,1510,16,7,17,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.9541190309387,132.584276,,,0,0
88,,8811110,1,20250522,1510,12,1,21,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.04654603107523,132.48536,,,0,0
88,,8811130,1,20250522,1510,18,4,17,9,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.0789110311229,132.49507,,,0,0
88,,8811140,1,20250522,1510,10,2,12,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.11350003117377,132.518333,,,0,0
88,,8811150,1,20250522,1510,23,4,18,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.12469803119022,132.521282,,,0,0
88,,8811170,1,20250522,1510,1,0,17,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.49517003172935,132.54537,,,0,0
88,,8811180,1,20250522,1510,13,2,7,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.15677703123728,132.5469,,,0,0
88,,8811190,1,20250522,1510,33,1,29,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.264024031394136,132.552651,,,0,0
88,,8811210,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.23340003134943,132.559577,,,,
88,,8811220,1,20250522,1510,28,3,20,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.21975503132949,132.55883,,,0,0
88,,8811230,1,20250522,1510,57,14,64,9,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.21400003132108,132.545961,,,0,0
88,,8811240,1,20250522,1510,24,3,30,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.187563031282394,132.543219,,,0,0
88,,8811250,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.623917031914345,132.69675,,,,
88,,8811270,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.65575003195989,132.708361,,,,
88,,8811300,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.701111032024656,132.7075,,,,
88,,8811320,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.99242782243679,133.6034113,,,,
88,,8811360,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,34.015556032469206,133.77361100000002,,,,
88,,8811430,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.981944032422064,132.778333,,,,
88,,8811450,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.98044403241997,133.057088,,,,
89,,9810010,1,20250522,1510,67,9,62,14,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.86852803226232,130.79675,,,0,0
89,,9810020,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.835259032215276,130.608521,,,,
89,,9810030,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.78978203215081,130.567337,,,,
89,,9810040,1,20250522,1510,140,19,134,25,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.744955032087105,130.488242,,,0,0
89,,9810050,1,20250522,1510,132,3,126,15,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.73691203207566,130.478193,,,0,0
89,,9810070,1,20250522,1510,117,26,86,30,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.52600403177376,130.49557,,,0,0
89,,9810080,1,20250522,1510,105,20,87,27,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.51100303175216,130.511069,,,0,0
89,,9810090,1,20250522,1510,106,13,107,27,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.510200031751005,130.520977,,,0,0
89,,9810100,1,20250522,1510,70,16,66,28,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.477797031704284,130.53932,,,0,0
89,,9810110,1,20250522,1510,67,33,64,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.44687903165964,130.541025,,,0,0
89,,9810120,1,20250522,1510,37,7,50,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.33966203150427,130.525942,,,0,0
89,,9810130,1,20250522,1510,15,7,12,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.19870703129871,130.60119,,,0,0
89,,9810140,1,20250522,1510,16,10,9,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.170447031257325,130.617432,,,0,0
89,,9810150,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.86806903226167,130.775199,,,,
89,,9810160,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.86432503225638,130.74688,,,,
89,,9810170,1,20250522,1510,61,12,83,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.648732031949855,130.441499,,,0,0
89,,9810180,1,20250522,1510,122,28,145,29,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.61500003190157,130.438611,,,0,0
89,,9810190,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.4496850316637,130.546326,,,,
89,,9810200,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.41916903161956,130.532642,,,,
89,,9810210,1,20250522,1510,44,8,42,9,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.92737203089908,130.698429,,,0,0
89,,9810230,1,20250522,1510,6,4,11,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.33541003001024,130.485852,,,0,0
89,,9810250,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.10065202965169,130.308808,,,,
89,,9810260,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.06933302960361,130.240833,,,,
89,,9810270,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.05996802958923,130.223169,,,,
89,,9810280,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.00103302949858,130.195866,,,,
89,,9810290,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.77354502914685,130.301221,,,,
89,,9810300,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.752394029113987,130.297198,,,,
89,,9810310,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.671780028988586,130.334671,,,,
89,,9810320,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.644384028945897,130.514685,,,,
89,,9810330,1,20250522,1510,90,16,82,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.593127028865894,130.55217,,,0,0
89,,9810340,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.774587029148464,130.294585,,,,
89,,9810350,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.586173028855043,130.521497,,,,
89,,9810360,1,20250522,1510,43,12,34,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.6356250319311,131.074923,,,0,0
89,,9810370,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.60811903189171,131.1134,,,,
89,,9810380,1,20250522,1510,17,8,31,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.55407703181414,131.25154,,,0,0
89,,9810390,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.47356403169818,131.495973,,,,
89,,9810400,1,20250522,1510,29,4,40,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.4199570316207,131.549075,,,0,0
89,,9810410,1,20250522,1510,113,9,9,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.35718603152971,131.497308,,,0,0
89,,9810420,1,20250522,1510,25,0,165,15,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.28844603142974,131.50415600000002,,,0,0
89,,9810430,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.1773230312674,131.619615,,,,
89,,9810440,1,20250522,1510,,,48,11,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.091164031140934,131.647172,,,,0
89,,9810450,1,20250522,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.07813503112177,131.638559,,,0,0
89,,9810460,1,20250522,1510,28,6,32,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.03375103105637,131.689156,,,0,0
89,,9810470,1,20250522,1510,9,0,10,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.001599031008915,131.788698,,,0,0
89,,9810480,1,20250522,1510,19,5,27,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.95275303093668,131.841525,,,0,0
89,,9810490,1,20250522,1510,15,5,12,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.92192503089102,131.801353,,,0,0
89,,9810500,1,20250522,1510,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.84521503077709,131.718143,,,0,0
89,,9810510,1,20250522,1510,0,0,30,14,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.53550003178742,131.301439,,,0,0
89,,9810520,1,20250522,1510,,,56,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.17727003126732,131.636491,,,,0
89,,9810530,1,20250522,1510,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.76588703065887,131.69922,,,0,0
89,,9810540,1,20250522,1510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.73308003060985,131.712307,,,0,0
89,,9810550,1,20250522,1510,7,4,10,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.680641030531355,131.69547,,,0,0
89,,9810560,1,20250522,1510,15,0,13,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.6162990304348,131.682165,,,0,0
89,,9810570,1,20250522,1510,59,1,52,12,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.58759103039164,131.676921,,,0,0
89,,9810580,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.56240603035372,131.681538,,,,
89,,9810590,1,20250522,1510,66,6,54,9,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.512945030279155,131.682071,,,0,0
89,,9810600,1,20250522,1510,98,11,1,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.505475030267874,131.671612,,,0,0
89,,9810610,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.48380003023514,131.65983,,,,
89,,9810620,1,20250522,1510,88,15,60,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.44750003018023,131.634167,,,0,0
89,,9810630,1,20250522,1510,41,10,22,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.34169203001978,131.615818,,,0,0
89,,9810640,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.118920029679714,131.525151,,,,
89,,9810650,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.04093702955998,131.469141,,,,
89,,9810660,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.943136029409334,131.344339,,,,
89,,9810680,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.916759029368613,131.228421,,,,
89,,9810690,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.831007029235955,131.126939,,,,
89,,9810700,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.70972202904765,131.054167,,,,
89,,9810720,1,20250522,1510,11,2,11,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.661481028972545,130.889721,,,0,0
89,,9810730,1,20250522,1510,31,8,37,15,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.723242029068686,130.809578,,,0,0
89,,9810740,1,20250522,1510,48,8,59,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.30389903145224,130.368554,,,0,0
89,,9810750,1,20250522,1510,66,7,84,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.27419603140898,130.293549,,,0,0
89,,9810760,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.26474303139519,130.245086,,,,
89,,9810770,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.26041603138888,130.218458,,,,
89,,9810780,1,20250522,1510,60,10,67,14,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.23447503135101,130.18203100000002,,,0,0
89,,9810790,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.22225103133315,130.172161,,,,
89,,9810800,1,20250522,1510,46,9,33,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.219025031328435,130.143217,,,0,0
89,,9810810,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.21595003132393,130.087452,,,,
89,,9810820,1,20250522,1510,33,5,29,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.21877403132806,130.052459,,,0,0
89,,9810830,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.207839031312076,130.047967,,,,
89,,9810840,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.07291503111407,129.960829,,,,
89,,9810850,1,20250522,1510,22,2,41,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.995999031000636,129.948701,,,0,0
89,,9810860,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.9044610308651,129.957531,,,,
89,,9810870,1,20250522,1510,70,6,62,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.8905010308444,129.971348,,,0,0
89,,9810880,1,20250522,1510,65,12,73,14,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.88569203083725,130.005514,,,0,0
89,,9810890,1,20250522,1510,26,4,31,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.87494503082128,130.02412,,,0,0
89,,9810900,1,20250522,1510,14,1,17,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.83967403076884,130.024592,,,0,0
89,,9810910,1,20250522,1510,24,2,26,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.19594003129466,129.977938,,,0,0
89,,9810920,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.191150031287656,129.943948,,,,
89,,9810930,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.18881403128423,129.9054,,,,
89,,9810940,1,20250522,1510,21,7,24,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.97184603096493,131.383534,,,0,0
89,,9810950,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.96828103095967,131.382552,,,,
89,,9810960,1,20250522,1510,8,2,12,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.96091703094877,131.248695,,,0,0
89,,9810970,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.03288603105509,131.537821,,,,
89,,9810980,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.00262303101042,131.45315500000004,,,,
89,,9810990,1,20250522,1510,7,2,9,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.96097103094884,131.244117,,,0,0
89,,9811000,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.93530403091085,131.035064,,,,
89,,9811010,1,20250522,1510,29,1,32,11,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.87672503082393,130.954853,,,0,0
89,,9811020,1,20250522,1510,38,4,16,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.614306030431806,130.462111,,,0,0
89,,9811030,1,20250522,1510,3,1,5,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.72539603059835,130.251342,,,0,0
89,,9811040,1,20250522,1510,5,0,2,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.72077403059144,130.234748,,,0,0
89,,9811050,1,20250522,1510,31,3,25,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.73587103061402,130.209003,,,0,0
89,,9811060,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.808908030723025,130.149506,,,,
89,,9811070,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.836521030764146,130.094768,,,,
89,,9811080,1,20250522,1510,79,11,68,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.83196203075736,130.053336,,,0,0
89,,9811090,1,20250522,1510,29,7,19,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.61888103190713,130.568781,,,0,0
89,,9811100,1,20250522,1510,17,1,13,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.61860003190672,130.579442,,,0,0
89,,9811110,1,20250522,1510,15,5,14,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.62194303191151,130.588462,,,0,0
89,,9811120,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.65684603196145,130.750269,,,,
89,,9811130,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.6514250319537,130.761828,,,,
89,,9811140,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.64137503193933,130.764099,,,,
89,,9811150,1,20250522,1510,93,16,64,24,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.65331703195642,130.807798,,,0,0
89,,9811160,1,20250522,1510,,,,,1,,,,,,,,,,3,202505221510,33.67846703199234,130.866756,,,,
89,,9811180,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.6231190319132,130.671342,,,,
89,,9811190,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.74379703208545,130.970335,,,,
89,,9811200,1,20250522,1510,27,6,34,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.54615303180275,130.159402,,,0,0
89,,9811210,1,20250522,1510,13,1,16,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.50948303174998,130.110769,,,0,0
89,,9811220,1,20250522,1510,7,1,11,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.501667031738705,130.069167,,,0,0
89,,9811230,1,20250522,1510,68,6,65,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.55094403180965,130.448556,,,0,0
89,,9811240,1,20250522,1510,31,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.522842031769216,130.168427,,,0,0
89,,9811250,1,20250522,1510,62,6,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.51344603175569,130.14563,,,0,0
89,,9811260,1,20250522,1510,11,0,3,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.45431303167039,130.042275,,,0,0
89,,9811270,1,20250522,1510,54,5,51,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.431110031636834,129.991737,,,0,0
89,,9811280,1,20250522,1510,5,0,11,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.348904031517684,129.933234,,,0,0
89,,9811290,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.331844031492885,129.928169,,,,
89,,9811300,1,20250522,1510,50,15,56,12,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.268208031400235,129.88248900000002,,,0,0
89,,9811310,1,20250522,1510,34,7,43,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.24091903136041,129.850727,,,0,0
89,,9811320,1,20250522,1510,10,3,16,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.45989003167844,130.040128,,,0,0
89,,9811330,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.38450403156936,129.984455,,,,
89,,9811340,1,20250522,1510,13,3,8,7,0,0,0,0,0,0,0,0,0,0,6,202505221510,33.31161503146347,130.070351,,,0,0
89,,9811350,1,20250522,1510,23,6,31,11,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.304966031453795,130.076971,,,0,0
89,,9811360,1,20250522,1510,38,8,34,15,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.29002103143203,130.168151,,,0,0
89,,9811370,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.327444031486486,130.034833,,,,
89,,9811380,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.29362203143727,130.116435,,,,
89,,9811390,1,20250522,1510,36,8,34,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.03691103106103,129.918279,,,0,0
89,,9811400,1,20250522,1510,18,9,31,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.90829103087079,130.661481,,,0,0
89,,9811410,1,20250522,1510,44,4,52,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.01722203103198,130.439722,,,0,0
89,,9811420,1,20250522,1510,48,3,49,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.05710503109079,130.465234,,,0,0
89,,9811430,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.176714031266506,130.407839,,,,
89,,9811450,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.01280003102545,130.425184,,,,
89,,9811460,1,20250522,1510,47,12,45,15,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.140861031213944,130.422417,,,0,0
89,,9811461,1,20250522,1510,38,10,32,11,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.184560031278004,130.387933,,,0,0
89,,9811470,1,20250522,1510,40,8,61,9,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.0462530310748,130.431406,,,0,0
89,,9811480,1,20250522,1510,34,10,35,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.055717031088754,130.4292,,,0,0
89,,9811490,1,20250522,1510,37,6,45,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.069783031109466,130.42405,,,0,0
89,,9811500,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.077520031120855,130.428242,,,,
89,,9811510,1,20250522,1510,39,9,47,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.08238303112801,130.433017,,,0,0
89,,9811520,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.11826103118075,130.430375,,,,
